review_profilename_index,recommendations
4008,"[Row(beer_beerid=65602, rating=5.454437255859375), Row(beer_beerid=66415, rating=5.308099746704102)]"
4009,"[Row(beer_beerid=35361, rating=5.329959869384766), Row(beer_beerid=51494, rating=5.270390033721924)]"
4010,"[Row(beer_beerid=51494, rating=5.152285099029541), Row(beer_beerid=45680, rating=5.072664260864258)]"
4011,"[Row(beer_beerid=52862, rating=5.7043304443359375), Row(beer_beerid=73262, rating=5.3528151512146)]"
4020,"[Row(beer_beerid=52862, rating=5.578124523162842), Row(beer_beerid=66841, rating=5.235703945159912)]"
4022,"[Row(beer_beerid=51494, rating=5.055173873901367), Row(beer_beerid=68614, rating=4.913725852966309)]"
4026,"[Row(beer_beerid=73262, rating=4.782276153564453), Row(beer_beerid=52862, rating=4.712402820587158)]"
4035,"[Row(beer_beerid=45680, rating=5.21645450592041), Row(beer_beerid=51494, rating=5.16487455368042)]"
4044,"[Row(beer_beerid=42941, rating=4.857915878295898), Row(beer_beerid=51494, rating=4.851726531982422)]"
4045,"[Row(beer_beerid=52862, rating=5.465240478515625), Row(beer_beerid=51494, rating=5.332043170928955)]"
4048,"[Row(beer_beerid=51494, rating=4.860040664672852), Row(beer_beerid=25702, rating=4.8317131996154785)]"
4051,"[Row(beer_beerid=51494, rating=5.149930477142334), Row(beer_beerid=45400, rating=4.968505382537842)]"
4052,"[Row(beer_beerid=52862, rating=5.148407936096191), Row(beer_beerid=73262, rating=5.0195770263671875)]"
4053,"[Row(beer_beerid=51494, rating=5.257193565368652), Row(beer_beerid=25702, rating=5.164990425109863)]"
4054,"[Row(beer_beerid=73262, rating=4.682427883148193), Row(beer_beerid=52862, rating=4.654572486877441)]"
4055,"[Row(beer_beerid=42941, rating=5.061418533325195), Row(beer_beerid=76115, rating=5.0255045890808105)]"
4058,"[Row(beer_beerid=65602, rating=5.400731086730957), Row(beer_beerid=42941, rating=5.39666223526001)]"
4062,"[Row(beer_beerid=65602, rating=5.039310455322266), Row(beer_beerid=51494, rating=4.949069023132324)]"
4063,"[Row(beer_beerid=51494, rating=5.041902542114258), Row(beer_beerid=64744, rating=4.907456398010254)]"
4066,"[Row(beer_beerid=35361, rating=5.444922924041748), Row(beer_beerid=42941, rating=5.366028785705566)]"
4067,"[Row(beer_beerid=51494, rating=5.179957866668701), Row(beer_beerid=42941, rating=5.128300189971924)]"
4068,"[Row(beer_beerid=51494, rating=5.179018497467041), Row(beer_beerid=42941, rating=5.068193435668945)]"
4069,"[Row(beer_beerid=51494, rating=5.604218006134033), Row(beer_beerid=64744, rating=5.330318927764893)]"
4071,"[Row(beer_beerid=51494, rating=5.326282024383545), Row(beer_beerid=35361, rating=5.27426290512085)]"
4080,"[Row(beer_beerid=51494, rating=4.9581146240234375), Row(beer_beerid=25702, rating=4.859838485717773)]"
4082,"[Row(beer_beerid=51494, rating=5.055190086364746), Row(beer_beerid=64744, rating=4.984404563903809)]"
4084,"[Row(beer_beerid=42941, rating=5.060368061065674), Row(beer_beerid=52862, rating=5.052336692810059)]"
4086,"[Row(beer_beerid=51494, rating=4.993063449859619), Row(beer_beerid=35361, rating=4.868484020233154)]"
4087,"[Row(beer_beerid=52862, rating=5.645965576171875), Row(beer_beerid=66841, rating=5.501008987426758)]"
4098,"[Row(beer_beerid=52862, rating=5.4887518882751465), Row(beer_beerid=46517, rating=5.292813777923584)]"
4099,"[Row(beer_beerid=51494, rating=5.048460960388184), Row(beer_beerid=70633, rating=4.950716972351074)]"
4100,"[Row(beer_beerid=52862, rating=5.513139247894287), Row(beer_beerid=73262, rating=5.270493030548096)]"
4103,"[Row(beer_beerid=65602, rating=5.941324234008789), Row(beer_beerid=66415, rating=5.83074951171875)]"
4105,"[Row(beer_beerid=51494, rating=5.056282997131348), Row(beer_beerid=42941, rating=4.932099342346191)]"
4109,"[Row(beer_beerid=65602, rating=5.702539920806885), Row(beer_beerid=66415, rating=5.622412204742432)]"
4117,"[Row(beer_beerid=51494, rating=5.177590847015381), Row(beer_beerid=35361, rating=5.109585285186768)]"
4122,"[Row(beer_beerid=54147, rating=5.203359603881836), Row(beer_beerid=51494, rating=5.177596569061279)]"
4123,"[Row(beer_beerid=51494, rating=5.062770366668701), Row(beer_beerid=45680, rating=5.034701824188232)]"
4124,"[Row(beer_beerid=52862, rating=5.164220333099365), Row(beer_beerid=42941, rating=5.112405300140381)]"
4135,"[Row(beer_beerid=52862, rating=4.817615985870361), Row(beer_beerid=65602, rating=4.540776252746582)]"
4138,"[Row(beer_beerid=51494, rating=5.443348407745361), Row(beer_beerid=42941, rating=5.364119529724121)]"
4140,"[Row(beer_beerid=42941, rating=5.039092063903809), Row(beer_beerid=67231, rating=5.035192012786865)]"
4142,"[Row(beer_beerid=51494, rating=5.322984218597412), Row(beer_beerid=35361, rating=5.269373893737793)]"
4148,"[Row(beer_beerid=52862, rating=5.226983547210693), Row(beer_beerid=67231, rating=5.1795549392700195)]"
4149,"[Row(beer_beerid=51494, rating=5.048831939697266), Row(beer_beerid=42941, rating=4.964876174926758)]"
4150,"[Row(beer_beerid=52862, rating=5.020256519317627), Row(beer_beerid=35361, rating=4.965991497039795)]"
4154,"[Row(beer_beerid=52862, rating=5.098957061767578), Row(beer_beerid=58479, rating=5.017924785614014)]"
4156,"[Row(beer_beerid=35361, rating=5.122325420379639), Row(beer_beerid=51494, rating=5.0738043785095215)]"
4160,"[Row(beer_beerid=35361, rating=5.069145679473877), Row(beer_beerid=51494, rating=4.950205326080322)]"
4163,"[Row(beer_beerid=52862, rating=5.829266548156738), Row(beer_beerid=66841, rating=5.641543865203857)]"
4164,"[Row(beer_beerid=42941, rating=5.144086837768555), Row(beer_beerid=76115, rating=5.1419501304626465)]"
4168,"[Row(beer_beerid=65602, rating=5.078130722045898), Row(beer_beerid=58479, rating=5.043117046356201)]"
4180,"[Row(beer_beerid=51494, rating=4.784205913543701), Row(beer_beerid=52862, rating=4.766001224517822)]"
4187,"[Row(beer_beerid=51494, rating=5.188206672668457), Row(beer_beerid=35361, rating=5.154973030090332)]"
4192,"[Row(beer_beerid=52862, rating=5.018312454223633), Row(beer_beerid=67231, rating=4.82589864730835)]"
4193,"[Row(beer_beerid=58479, rating=5.077052116394043), Row(beer_beerid=57390, rating=5.077052116394043)]"
4206,"[Row(beer_beerid=51494, rating=5.40407133102417), Row(beer_beerid=42941, rating=5.359916687011719)]"
4210,"[Row(beer_beerid=42941, rating=5.621211528778076), Row(beer_beerid=51494, rating=5.616717338562012)]"
4215,"[Row(beer_beerid=20507, rating=4.499759197235107), Row(beer_beerid=57535, rating=4.220170021057129)]"
4216,"[Row(beer_beerid=44671, rating=5.196821689605713), Row(beer_beerid=73262, rating=5.17897891998291)]"
4217,"[Row(beer_beerid=52862, rating=5.2487945556640625), Row(beer_beerid=65602, rating=4.9694695472717285)]"
4224,"[Row(beer_beerid=51494, rating=5.2827606201171875), Row(beer_beerid=35361, rating=5.155982494354248)]"
4225,"[Row(beer_beerid=51494, rating=4.94025993347168), Row(beer_beerid=42941, rating=4.879659652709961)]"
4228,"[Row(beer_beerid=73262, rating=4.867127418518066), Row(beer_beerid=52862, rating=4.841784477233887)]"
4231,"[Row(beer_beerid=51494, rating=5.245675086975098), Row(beer_beerid=35361, rating=5.1597113609313965)]"
4233,"[Row(beer_beerid=51494, rating=5.701503753662109), Row(beer_beerid=42941, rating=5.603301525115967)]"
4243,"[Row(beer_beerid=52862, rating=5.242498874664307), Row(beer_beerid=51494, rating=5.180726051330566)]"
4245,"[Row(beer_beerid=52862, rating=5.135675430297852), Row(beer_beerid=67231, rating=4.837274074554443)]"
4248,"[Row(beer_beerid=52862, rating=5.6748480796813965), Row(beer_beerid=65469, rating=5.40892219543457)]"
4250,"[Row(beer_beerid=35361, rating=4.7648725509643555), Row(beer_beerid=42941, rating=4.761636257171631)]"
4252,"[Row(beer_beerid=51494, rating=4.863881587982178), Row(beer_beerid=42941, rating=4.859524250030518)]"
4253,"[Row(beer_beerid=42941, rating=4.777515888214111), Row(beer_beerid=51494, rating=4.770821571350098)]"
4254,"[Row(beer_beerid=45680, rating=5.53855037689209), Row(beer_beerid=51494, rating=5.481155872344971)]"
4255,"[Row(beer_beerid=51494, rating=5.371999263763428), Row(beer_beerid=75386, rating=5.297882080078125)]"
4260,"[Row(beer_beerid=65602, rating=5.37410306930542), Row(beer_beerid=66415, rating=5.222541809082031)]"
4270,"[Row(beer_beerid=52862, rating=5.18557596206665), Row(beer_beerid=67231, rating=4.910177707672119)]"
4271,"[Row(beer_beerid=58479, rating=4.976530075073242), Row(beer_beerid=57390, rating=4.976530075073242)]"
4272,"[Row(beer_beerid=58479, rating=5.022090435028076), Row(beer_beerid=57390, rating=5.022090435028076)]"
4273,"[Row(beer_beerid=1270, rating=5.456779479980469), Row(beer_beerid=76115, rating=5.285030841827393)]"
4275,"[Row(beer_beerid=52862, rating=5.002247333526611), Row(beer_beerid=64744, rating=4.8834381103515625)]"
4278,"[Row(beer_beerid=52862, rating=5.206177234649658), Row(beer_beerid=65602, rating=5.176108360290527)]"
4282,"[Row(beer_beerid=64744, rating=5.182680130004883), Row(beer_beerid=51494, rating=5.170155048370361)]"
4290,"[Row(beer_beerid=1270, rating=5.594971179962158), Row(beer_beerid=51494, rating=5.466686725616455)]"
4292,"[Row(beer_beerid=35361, rating=5.356606960296631), Row(beer_beerid=51494, rating=5.33041524887085)]"
4299,"[Row(beer_beerid=35361, rating=5.125377178192139), Row(beer_beerid=51494, rating=5.092015743255615)]"
4301,"[Row(beer_beerid=67231, rating=5.044581890106201), Row(beer_beerid=64744, rating=5.039309978485107)]"
4313,"[Row(beer_beerid=51494, rating=5.613062381744385), Row(beer_beerid=35361, rating=5.4936347007751465)]"
4329,"[Row(beer_beerid=76115, rating=4.916828632354736), Row(beer_beerid=53731, rating=4.916828632354736)]"
4332,"[Row(beer_beerid=51494, rating=6.048318386077881), Row(beer_beerid=64744, rating=5.907743453979492)]"
4333,"[Row(beer_beerid=42941, rating=5.2482194900512695), Row(beer_beerid=51494, rating=5.2015228271484375)]"
4334,"[Row(beer_beerid=73262, rating=4.539558410644531), Row(beer_beerid=66841, rating=4.463780403137207)]"
4340,"[Row(beer_beerid=52862, rating=5.097468852996826), Row(beer_beerid=73262, rating=4.962242126464844)]"
4342,"[Row(beer_beerid=42941, rating=5.284327983856201), Row(beer_beerid=51494, rating=5.262967586517334)]"
4344,"[Row(beer_beerid=51494, rating=5.724410057067871), Row(beer_beerid=35361, rating=5.632897853851318)]"
4345,"[Row(beer_beerid=51494, rating=5.036302089691162), Row(beer_beerid=42941, rating=4.9690728187561035)]"
4359,"[Row(beer_beerid=51494, rating=5.3330793380737305), Row(beer_beerid=35361, rating=5.328541278839111)]"
4361,"[Row(beer_beerid=51494, rating=5.1266093254089355), Row(beer_beerid=25702, rating=5.1029815673828125)]"
4366,"[Row(beer_beerid=42941, rating=5.154432773590088), Row(beer_beerid=67231, rating=5.117901802062988)]"
4369,"[Row(beer_beerid=51494, rating=5.549088954925537), Row(beer_beerid=45680, rating=5.403937339782715)]"
4370,"[Row(beer_beerid=51494, rating=5.318851470947266), Row(beer_beerid=35361, rating=5.27292537689209)]"
4377,"[Row(beer_beerid=51494, rating=4.921908378601074), Row(beer_beerid=25702, rating=4.885965347290039)]"
4379,"[Row(beer_beerid=51494, rating=5.154831409454346), Row(beer_beerid=35361, rating=5.133499622344971)]"
4395,"[Row(beer_beerid=35361, rating=5.580777645111084), Row(beer_beerid=51494, rating=5.398336410522461)]"
4400,"[Row(beer_beerid=42941, rating=4.650304794311523), Row(beer_beerid=51494, rating=4.642070770263672)]"
4402,"[Row(beer_beerid=35361, rating=5.026049613952637), Row(beer_beerid=51494, rating=5.000748634338379)]"
4404,"[Row(beer_beerid=52862, rating=5.234171390533447), Row(beer_beerid=25702, rating=4.970614433288574)]"
4406,"[Row(beer_beerid=52862, rating=5.160225868225098), Row(beer_beerid=51494, rating=5.157655715942383)]"
4413,"[Row(beer_beerid=52862, rating=5.319149971008301), Row(beer_beerid=51494, rating=4.9976043701171875)]"
4427,"[Row(beer_beerid=1270, rating=5.574209213256836), Row(beer_beerid=44671, rating=5.526227951049805)]"
4431,"[Row(beer_beerid=52862, rating=5.599648475646973), Row(beer_beerid=58479, rating=5.1001691818237305)]"
4432,"[Row(beer_beerid=58479, rating=4.786372661590576), Row(beer_beerid=57390, rating=4.786372661590576)]"
4433,"[Row(beer_beerid=51494, rating=5.2629499435424805), Row(beer_beerid=35361, rating=5.241577625274658)]"
4436,"[Row(beer_beerid=52862, rating=5.040304183959961), Row(beer_beerid=42941, rating=4.959690570831299)]"
4437,"[Row(beer_beerid=51494, rating=5.106817245483398), Row(beer_beerid=66841, rating=5.0055317878723145)]"
4439,"[Row(beer_beerid=52862, rating=5.926220417022705), Row(beer_beerid=73262, rating=5.439432621002197)]"
4440,"[Row(beer_beerid=51494, rating=5.042178630828857), Row(beer_beerid=52862, rating=5.017726421356201)]"
4442,"[Row(beer_beerid=39373, rating=4.995750427246094), Row(beer_beerid=52862, rating=4.969376564025879)]"
4444,"[Row(beer_beerid=51494, rating=4.965848445892334), Row(beer_beerid=45680, rating=4.870291709899902)]"
4456,"[Row(beer_beerid=65602, rating=5.535067081451416), Row(beer_beerid=52862, rating=5.445261478424072)]"
4461,"[Row(beer_beerid=1270, rating=5.050662994384766), Row(beer_beerid=51494, rating=4.959445476531982)]"
4463,"[Row(beer_beerid=51494, rating=5.177166938781738), Row(beer_beerid=58479, rating=5.099882125854492)]"
4470,"[Row(beer_beerid=52862, rating=5.294285774230957), Row(beer_beerid=58479, rating=5.143717288970947)]"
4471,"[Row(beer_beerid=42941, rating=5.099200248718262), Row(beer_beerid=35361, rating=5.06697416305542)]"
4473,"[Row(beer_beerid=51494, rating=5.154103755950928), Row(beer_beerid=45400, rating=4.992532730102539)]"
4490,"[Row(beer_beerid=65602, rating=5.6200385093688965), Row(beer_beerid=52862, rating=5.612186908721924)]"
4491,"[Row(beer_beerid=45680, rating=5.051626682281494), Row(beer_beerid=42941, rating=5.043905258178711)]"
4493,"[Row(beer_beerid=42941, rating=5.108257293701172), Row(beer_beerid=51494, rating=5.103508949279785)]"
4495,"[Row(beer_beerid=51494, rating=4.878523826599121), Row(beer_beerid=42941, rating=4.871673583984375)]"
4496,"[Row(beer_beerid=51494, rating=4.883884906768799), Row(beer_beerid=52862, rating=4.8300909996032715)]"
4497,"[Row(beer_beerid=51494, rating=5.401391983032227), Row(beer_beerid=45400, rating=5.296458721160889)]"
4499,"[Row(beer_beerid=52862, rating=5.179027557373047), Row(beer_beerid=35361, rating=5.101007461547852)]"
4501,"[Row(beer_beerid=25702, rating=5.010148525238037), Row(beer_beerid=51494, rating=5.007720470428467)]"
4502,"[Row(beer_beerid=52862, rating=4.995571613311768), Row(beer_beerid=46517, rating=4.839458465576172)]"
4503,"[Row(beer_beerid=51494, rating=5.000699996948242), Row(beer_beerid=42941, rating=4.852302551269531)]"
4522,"[Row(beer_beerid=35361, rating=4.931697368621826), Row(beer_beerid=51494, rating=4.921421527862549)]"
4525,"[Row(beer_beerid=64019, rating=5.2165398597717285), Row(beer_beerid=42941, rating=5.120992183685303)]"
4533,"[Row(beer_beerid=51494, rating=5.213107109069824), Row(beer_beerid=64744, rating=4.987483501434326)]"
4539,"[Row(beer_beerid=51494, rating=4.6588568687438965), Row(beer_beerid=42941, rating=4.658551216125488)]"
4550,"[Row(beer_beerid=42941, rating=5.01015043258667), Row(beer_beerid=51494, rating=5.0085248947143555)]"
4554,"[Row(beer_beerid=52862, rating=5.310819149017334), Row(beer_beerid=67231, rating=5.253453731536865)]"
4560,"[Row(beer_beerid=52862, rating=4.931851387023926), Row(beer_beerid=51494, rating=4.853456974029541)]"
4563,"[Row(beer_beerid=51494, rating=4.969764232635498), Row(beer_beerid=52862, rating=4.961710453033447)]"
4566,"[Row(beer_beerid=51494, rating=5.060439109802246), Row(beer_beerid=64744, rating=4.905614376068115)]"
4573,"[Row(beer_beerid=35361, rating=5.435723304748535), Row(beer_beerid=51494, rating=5.366915702819824)]"
4579,"[Row(beer_beerid=45400, rating=5.247134208679199), Row(beer_beerid=42941, rating=5.242218017578125)]"
4581,"[Row(beer_beerid=1270, rating=4.815685749053955), Row(beer_beerid=51494, rating=4.784835338592529)]"
4582,"[Row(beer_beerid=42941, rating=4.8506999015808105), Row(beer_beerid=51494, rating=4.837053298950195)]"
4586,"[Row(beer_beerid=25702, rating=5.104814529418945), Row(beer_beerid=54147, rating=5.076042175292969)]"
4590,"[Row(beer_beerid=52862, rating=5.193079948425293), Row(beer_beerid=46517, rating=4.847277641296387)]"
4592,"[Row(beer_beerid=35361, rating=5.188553810119629), Row(beer_beerid=20507, rating=5.177865505218506)]"
4594,"[Row(beer_beerid=52862, rating=5.308802127838135), Row(beer_beerid=46517, rating=5.106322288513184)]"
4599,"[Row(beer_beerid=65602, rating=5.275549411773682), Row(beer_beerid=76115, rating=5.169625759124756)]"
4601,"[Row(beer_beerid=52862, rating=4.753840923309326), Row(beer_beerid=51494, rating=4.748317241668701)]"
4605,"[Row(beer_beerid=52862, rating=5.18932580947876), Row(beer_beerid=58479, rating=5.057137489318848)]"
4613,"[Row(beer_beerid=52862, rating=5.399589538574219), Row(beer_beerid=58479, rating=5.171453475952148)]"
4630,"[Row(beer_beerid=51494, rating=5.43508243560791), Row(beer_beerid=42941, rating=5.329260349273682)]"
4632,"[Row(beer_beerid=51494, rating=5.3566694259643555), Row(beer_beerid=42941, rating=5.354218482971191)]"
4635,"[Row(beer_beerid=65602, rating=5.607884883880615), Row(beer_beerid=52862, rating=5.567505836486816)]"
4643,"[Row(beer_beerid=52862, rating=5.097606182098389), Row(beer_beerid=51494, rating=4.955714702606201)]"
4646,"[Row(beer_beerid=65602, rating=5.435775279998779), Row(beer_beerid=66415, rating=5.332828044891357)]"
4650,"[Row(beer_beerid=65602, rating=4.970044136047363), Row(beer_beerid=52862, rating=4.856400012969971)]"
4651,"[Row(beer_beerid=52862, rating=5.564634799957275), Row(beer_beerid=58479, rating=5.178892612457275)]"
4652,"[Row(beer_beerid=52862, rating=4.8679518699646), Row(beer_beerid=42941, rating=4.827606201171875)]"
4654,"[Row(beer_beerid=65602, rating=5.7364654541015625), Row(beer_beerid=52862, rating=5.664093017578125)]"
4661,"[Row(beer_beerid=51494, rating=5.001873016357422), Row(beer_beerid=35361, rating=4.89410400390625)]"
